1,1,2
2,2,3
3,6,3
4,4,5
5,5,6
6,7,6
7,3,8
8,5,10
9,6,11
10,7,14
11,11,8
12,9,10
13,10,11
14,12,11
15,14,11
16,12,15
17,13,14
18,15,14
19,11,16
20,12,16
21,14,17
22,15,17
23,12,18
24,15,18
25,15,19
26,17,16
27,16,18
28,17,19
29,20,16
30,16,21
31,19,18
32,21,17
33,18,20
34,19,21
35,18,22
36,21,20
37,18,23
38,19,23
39,20,22
40,21,23
41,24,20
42,21,24
43,22,23
44,25,21
45,22,24
46,23,25
47,22,26
48,25,24
49,23,26
50,23,27
51,24,26
52,25,27
53,28,24
54,24,29
55,27,26
56,29,25
57,26,28
58,27,29
59,26,30
60,29,28
61,26,31
62,27,31
63,28,30
64,29,31
65,32,28
66,29,32
67,30,31
68,33,29
69,30,32
70,31,33
71,30,34
72,33,32
73,35,30
74,31,35
75,32,34
76,33,35
77,36,32
78,33,36
79,35,34
80,37,33
81,34,36
82,35,37
83,34,38
84,37,36
85,35,38
86,35,39
87,36,38
88,37,39
89,40,36
90,37,40
91,38,39
92,41,37
93,38,40
94,39,41
95,38,42
96,41,40
97,43,38
98,39,43
99,40,42
100,41,43
101,44,40
102,40,45
103,43,42
104,45,41
105,42,44
106,43,45
107,42,46
108,45,44
109,43,46
110,43,47
111,44,46
112,45,47
113,48,44
114,45,48
115,46,47
116,49,45
117,46,48
118,47,49
119,46,50
120,48,49
121,51,46
122,47,51
123,48,50
124,49,51
125,52,48
126,48,53
127,51,50
128,53,49
129,50,52
130,51,53
131,53,52
132,50,58
133,58,51
134,51,61
135,57,52
136,58,52
137,60,53
138,61,53
139,54,57
140,56,55
141,57,56
142,57,58
143,60,57
144,61,58
145,59,60
146,60,61
147,54,64
148,56,66
149,57,67
150,60,68
151,62,63
152,64,63
153,64,67
154,66,65
155,67,66
156,68,67
