1,3,0.0
2,3,0.0
3,4,0.0
4,3,0.0
5,3,0.0
6,4,0.0
7,5,0.0
8,5,0.0
9,5,0.0
10,5,0.0
11,4,0.0
12,3,0.0
13,3,0.0
14,1,0.0
15,1,0.0
16,1,0.0
17,3,0.0
18,1,0.0
19,2,0.0
20,1,0.0
21,2,0.0
22,1,0.0
23,2,0.0
24,1,0.0
25,2,0.0
26,1,0.0
27,1,0.0
28,1,0.0
29,2,0.0
30,1,0.0
31,1,0.0
32,2,0.0
33,1,0.0
34,1,0.0
35,2,0.0
36,1,0.0
37,1,0.0
38,2,0.0
39,1,0.0
40,1,0.0
41,2,0.0
42,1,0.0
43,1,0.0
44,2,0.0
45,1,0.0
46,1,0.0
47,2,0.0
48,1,0.0
49,1,0.0
50,2,0.0
51,1,0.0
52,1,0.0
53,2,0.0
54,1,0.0
55,1,0.0
56,2,0.0
57,1,0.0
58,1,0.0
59,2,0.0
60,1,0.0
61,1,0.0
62,2,0.0
63,1,0.0
64,1,0.0
65,2,0.0
66,1,0.0
67,1,0.0
68,2,0.0
69,1,0.0
70,1,0.0
71,2,0.0
72,1,0.0
73,1,0.0
74,2,0.0
75,1,0.0
76,1,0.0
77,2,0.0
78,1,0.0
79,1,0.0
80,2,0.0
81,1,0.0
82,1,0.0
83,2,0.0
84,1,0.0
85,1,0.0
86,2,0.0
87,1,0.0
88,1,0.0
89,2,0.0
90,1,0.0
91,1,0.0
92,2,0.0
93,1,0.0
94,1,0.0
95,2,0.0
96,1,0.0
97,1,0.0
98,2,0.0
99,1,0.0
100,1,0.0
101,2,0.0
102,1,0.0
103,1,0.0
104,2,0.0
105,1,0.0
106,1,0.0
107,2,0.0
108,1,0.0
109,1,0.0
110,2,0.0
111,1,0.0
112,1,0.0
113,2,0.0
114,1,0.0
115,1,0.0
116,2,0.0
117,1,0.0
118,1,0.0
119,2,0.0
120,1,0.0
121,1,0.0
122,2,0.0
123,1,0.0
124,1,0.0
125,2,0.0
126,1,0.0
127,1,0.0
128,2,0.0
129,1,0.0
130,1,0.0
131,1,0.0
132,2,0.0
133,1,0.0
134,2,0.0
135,2,0.0
136,1,0.0
137,2,0.0
138,1,0.0
139,4,0.0
140,3,0.0
141,3,0.0
142,1,0.0
143,1,0.0
144,1,0.0
145,3,0.0
146,1,0.0
147,5,0.0
148,5,0.0
149,5,0.0
150,5,0.0
151,3,0.0
152,3,0.0
153,4,0.0
154,3,0.0
155,3,0.0
156,4,0.0
